ticket_id,perfil_real,perfil_conducta
TK-000471,Incidentes de seguridad,Incidentes de seguridad
TK-000472,Solicitudes rutinarias,Solicitudes rutinarias
TK-000473,Incidentes críticos de red,Incidentes críticos de red
TK-000474,Solicitudes rutinarias,Solicitudes rutinarias
TK-000475,Solicitudes rutinarias,Solicitudes rutinarias
TK-000476,Solicitudes rutinarias,Solicitudes rutinarias
TK-000477,Solicitudes rutinarias,Solicitudes rutinarias
TK-000478,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000479,Solicitudes rutinarias,Solicitudes rutinarias
TK-000480,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000481,Solicitudes rutinarias,Solicitudes rutinarias
TK-000482,Solicitudes rutinarias,Solicitudes rutinarias
TK-000483,Solicitudes rutinarias,Solicitudes rutinarias
TK-000484,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-000485,Incidentes de seguridad,Incidentes de seguridad
TK-000486,Fallas de hardware,Fallas de hardware
TK-000487,Incidentes de seguridad,Incidentes de seguridad
TK-000488,Solicitudes rutinarias,Solicitudes rutinarias
TK-000489,Incidentes críticos de red,Incidentes críticos de red
TK-000490,Solicitudes rutinarias,Solicitudes rutinarias
TK-000491,Solicitudes rutinarias,Solicitudes rutinarias
TK-000492,Incidentes de seguridad,Incidentes de seguridad
TK-000493,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-000494,Incidentes críticos de red,Incidentes críticos de red
TK-000495,Solicitudes rutinarias,Fallas de hardware
TK-000496,Fallas de hardware,Fallas de hardware
TK-000497,Solicitudes rutinarias,Solicitudes rutinarias
TK-000498,Solicitudes rutinarias,Solicitudes rutinarias
TK-000499,Fallas de hardware,Fallas de hardware
TK-000500,Solicitudes rutinarias,Solicitudes rutinarias
TK-000501,Fallas de hardware,Fallas de hardware
TK-000502,Fallas de hardware,Fallas de hardware
TK-000503,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000504,Solicitudes rutinarias,Solicitudes rutinarias
TK-000505,Incidentes críticos de red,Incidentes críticos de red
TK-000506,Incidentes críticos de red,Incidentes críticos de red
TK-000507,Solicitudes rutinarias,Solicitudes rutinarias
TK-000508,Casos crónicos,Casos crónicos
TK-000509,Solicitudes rutinarias,Solicitudes rutinarias
TK-000510,Incidentes de seguridad,Incidentes de seguridad
TK-000511,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000512,Fallas de hardware,Fallas de hardware
TK-000513,Solicitudes rutinarias,Solicitudes rutinarias
TK-000514,Solicitudes rutinarias,Solicitudes rutinarias
TK-000515,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000516,Solicitudes rutinarias,Solicitudes rutinarias
TK-000517,Solicitudes rutinarias,Solicitudes rutinarias
TK-000518,Fallas de hardware,Fallas de hardware
TK-000519,Incidentes de seguridad,Incidentes de seguridad
TK-000520,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000521,Fallas de hardware,Fallas de hardware
TK-000522,Solicitudes rutinarias,Solicitudes rutinarias
TK-000523,Incidentes de seguridad,Incidentes de seguridad
TK-000524,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000525,Solicitudes rutinarias,Solicitudes rutinarias
TK-000526,Solicitudes rutinarias,Solicitudes rutinarias
TK-000527,Errores recurrentes de software/ERP,Casos crónicos
TK-000528,Solicitudes rutinarias,Solicitudes rutinarias
TK-000529,Solicitudes rutinarias,Solicitudes rutinarias
TK-000530,Solicitudes rutinarias,Solicitudes rutinarias
TK-000531,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000532,Incidentes críticos de red,Incidentes críticos de red
TK-000533,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000534,Fallas de hardware,Fallas de hardware
TK-000535,Incidentes críticos de red,Incidentes críticos de red
TK-000536,Solicitudes rutinarias,Solicitudes rutinarias
TK-000537,Solicitudes rutinarias,Solicitudes rutinarias
TK-000538,Solicitudes rutinarias,Solicitudes rutinarias
TK-000539,Incidentes críticos de red,Incidentes críticos de red
TK-000540,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000541,Incidentes de seguridad,Incidentes de seguridad
TK-000542,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000543,Fallas de hardware,Fallas de hardware
TK-000544,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000545,Fallas de hardware,Fallas de hardware
TK-000546,Solicitudes rutinarias,Solicitudes rutinarias
TK-000547,Solicitudes rutinarias,Solicitudes rutinarias
TK-000548,Fallas de hardware,Solicitudes rutinarias
TK-000549,Solicitudes rutinarias,Solicitudes rutinarias
TK-000550,Fallas de hardware,Fallas de hardware
TK-000551,Fallas de hardware,Fallas de hardware
TK-000552,Solicitudes rutinarias,Solicitudes rutinarias
TK-000553,Solicitudes rutinarias,Solicitudes rutinarias
TK-000554,Solicitudes rutinarias,Solicitudes rutinarias
TK-000555,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-000556,Fallas de hardware,Fallas de hardware
TK-000557,Incidentes de seguridad,Incidentes de seguridad
TK-000558,Solicitudes rutinarias,Solicitudes rutinarias
TK-000559,Fallas de hardware,Fallas de hardware
TK-000560,Incidentes de seguridad,Incidentes de seguridad
TK-000561,Solicitudes rutinarias,Solicitudes rutinarias
TK-000562,Solicitudes rutinarias,Solicitudes rutinarias
TK-000563,Solicitudes rutinarias,Solicitudes rutinarias
TK-000564,Incidentes de seguridad,Incidentes de seguridad
TK-000565,Solicitudes rutinarias,Solicitudes rutinarias
TK-000566,Fallas de hardware,Fallas de hardware
TK-000567,Fallas de hardware,Errores recurrentes de software/ERP
TK-000568,Solicitudes rutinarias,Solicitudes rutinarias
TK-000569,Solicitudes rutinarias,Solicitudes rutinarias
TK-000570,Solicitudes rutinarias,Solicitudes rutinarias
TK-000571,Solicitudes rutinarias,Solicitudes rutinarias
TK-000572,Incidentes de seguridad,Incidentes de seguridad
TK-000573,Incidentes críticos de red,Incidentes críticos de red
TK-000574,Incidentes de seguridad,Incidentes de seguridad
TK-000575,Solicitudes rutinarias,Solicitudes rutinarias
TK-000576,Fallas de hardware,Fallas de hardware
TK-000577,Incidentes de seguridad,Incidentes de seguridad
TK-000578,Solicitudes rutinarias,Solicitudes rutinarias
TK-000579,Solicitudes rutinarias,Solicitudes rutinarias
TK-000580,Solicitudes rutinarias,Solicitudes rutinarias
TK-000581,Solicitudes rutinarias,Solicitudes rutinarias
TK-000582,Solicitudes rutinarias,Solicitudes rutinarias
TK-000583,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000584,Solicitudes rutinarias,Solicitudes rutinarias
TK-000585,Errores recurrentes de software/ERP,Solicitudes rutinarias
TK-000586,Solicitudes rutinarias,Solicitudes rutinarias
TK-000587,Solicitudes rutinarias,Solicitudes rutinarias
TK-000588,Solicitudes rutinarias,Solicitudes rutinarias
TK-000589,Fallas de hardware,Fallas de hardware
TK-000590,Solicitudes rutinarias,Solicitudes rutinarias
TK-000591,Solicitudes rutinarias,Solicitudes rutinarias
TK-000592,Incidentes de seguridad,Incidentes de seguridad
TK-000593,Casos crónicos,Casos crónicos
TK-000594,Solicitudes rutinarias,Solicitudes rutinarias
TK-000595,Fallas de hardware,Fallas de hardware
TK-000596,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000597,Casos crónicos,Casos crónicos
TK-000598,Incidentes críticos de red,Incidentes críticos de red
TK-000599,Solicitudes rutinarias,Solicitudes rutinarias
TK-000600,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-000601,Solicitudes rutinarias,Solicitudes rutinarias
TK-000602,Solicitudes rutinarias,Solicitudes rutinarias
TK-000603,Incidentes críticos de red,Incidentes críticos de red
TK-000604,Solicitudes rutinarias,Solicitudes rutinarias
TK-000605,Incidentes de seguridad,Incidentes de seguridad
TK-000606,Incidentes de seguridad,Incidentes críticos de red
TK-000607,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000608,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000609,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-000610,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-000611,Solicitudes rutinarias,Solicitudes rutinarias
TK-000612,Solicitudes rutinarias,Fallas de hardware
TK-000613,Incidentes críticos de red,Incidentes críticos de red
TK-000614,Fallas de hardware,Fallas de hardware
TK-000615,Incidentes de seguridad,Incidentes de seguridad
TK-000616,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000617,Solicitudes rutinarias,Solicitudes rutinarias
TK-000618,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000619,Errores recurrentes de software/ERP,Solicitudes rutinarias
TK-000620,Casos crónicos,Casos crónicos
TK-000621,Solicitudes rutinarias,Solicitudes rutinarias
TK-000622,Incidentes críticos de red,Incidentes críticos de red
TK-000623,Fallas de hardware,Fallas de hardware
TK-000624,Solicitudes rutinarias,Solicitudes rutinarias
TK-000625,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-000626,Solicitudes rutinarias,Solicitudes rutinarias
TK-000627,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000628,Incidentes de seguridad,Incidentes de seguridad
TK-000629,Solicitudes rutinarias,Solicitudes rutinarias
TK-000630,Solicitudes rutinarias,Solicitudes rutinarias
TK-000631,Incidentes críticos de red,Incidentes críticos de red
TK-000632,Solicitudes rutinarias,Solicitudes rutinarias
TK-000633,Solicitudes rutinarias,Solicitudes rutinarias
TK-000634,Fallas de hardware,Fallas de hardware
TK-000635,Solicitudes rutinarias,Solicitudes rutinarias
TK-000636,Solicitudes rutinarias,Solicitudes rutinarias
TK-000637,Casos crónicos,Casos crónicos
TK-000638,Incidentes de seguridad,Incidentes de seguridad
TK-000639,Solicitudes rutinarias,Solicitudes rutinarias
TK-000640,Solicitudes rutinarias,Fallas de hardware
TK-000641,Solicitudes rutinarias,Solicitudes rutinarias
TK-000642,Fallas de hardware,Fallas de hardware
TK-000643,Solicitudes rutinarias,Solicitudes rutinarias
TK-000644,Solicitudes rutinarias,Solicitudes rutinarias
TK-000645,Solicitudes rutinarias,Solicitudes rutinarias
TK-000646,Incidentes críticos de red,Incidentes críticos de red
TK-000647,Solicitudes rutinarias,Solicitudes rutinarias
TK-000648,Fallas de hardware,Fallas de hardware
TK-000649,Incidentes críticos de red,Incidentes críticos de red
TK-000650,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000651,Solicitudes rutinarias,Solicitudes rutinarias
TK-000652,Solicitudes rutinarias,Solicitudes rutinarias
TK-000653,Fallas de hardware,Fallas de hardware
TK-000654,Incidentes críticos de red,Incidentes críticos de red
TK-000655,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-000656,Incidentes de seguridad,Incidentes de seguridad
TK-000657,Solicitudes rutinarias,Solicitudes rutinarias
TK-000658,Solicitudes rutinarias,Solicitudes rutinarias
TK-000659,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000660,Fallas de hardware,Fallas de hardware
TK-000661,Solicitudes rutinarias,Solicitudes rutinarias
TK-000662,Fallas de hardware,Fallas de hardware
TK-000663,Solicitudes rutinarias,Solicitudes rutinarias
TK-000664,Solicitudes rutinarias,Solicitudes rutinarias
TK-000665,Solicitudes rutinarias,Solicitudes rutinarias
TK-000666,Solicitudes rutinarias,Solicitudes rutinarias
TK-000667,Solicitudes rutinarias,Solicitudes rutinarias
TK-000668,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000669,Incidentes de seguridad,Incidentes de seguridad
TK-000670,Solicitudes rutinarias,Solicitudes rutinarias
TK-000671,Fallas de hardware,Fallas de hardware
TK-000672,Fallas de hardware,Fallas de hardware
TK-000673,Solicitudes rutinarias,Solicitudes rutinarias
TK-000674,Solicitudes rutinarias,Solicitudes rutinarias
TK-000675,Fallas de hardware,Fallas de hardware
TK-000676,Fallas de hardware,Fallas de hardware
TK-000677,Fallas de hardware,Fallas de hardware
TK-000678,Solicitudes rutinarias,Fallas de hardware
TK-000679,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000680,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000681,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000682,Fallas de hardware,Fallas de hardware
TK-000683,Solicitudes rutinarias,Solicitudes rutinarias
TK-000684,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000685,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000686,Fallas de hardware,Fallas de hardware
TK-000687,Casos crónicos,Casos crónicos
TK-000688,Solicitudes rutinarias,Solicitudes rutinarias
TK-000689,Fallas de hardware,Solicitudes rutinarias
TK-000690,Solicitudes rutinarias,Solicitudes rutinarias
TK-000691,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000692,Fallas de hardware,Fallas de hardware
TK-000693,Casos crónicos,Casos crónicos
TK-000694,Solicitudes rutinarias,Solicitudes rutinarias
TK-000695,Solicitudes rutinarias,Solicitudes rutinarias
TK-000696,Solicitudes rutinarias,Solicitudes rutinarias
TK-000697,Solicitudes rutinarias,Solicitudes rutinarias
TK-000698,Solicitudes rutinarias,Solicitudes rutinarias
TK-000699,Fallas de hardware,Solicitudes rutinarias
TK-000700,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-000701,Solicitudes rutinarias,Solicitudes rutinarias
TK-000702,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000703,Solicitudes rutinarias,Solicitudes rutinarias
TK-000704,Fallas de hardware,Solicitudes rutinarias
TK-000705,Solicitudes rutinarias,Solicitudes rutinarias
TK-000706,Solicitudes rutinarias,Solicitudes rutinarias
TK-000707,Fallas de hardware,Fallas de hardware
TK-000708,Incidentes de seguridad,Incidentes de seguridad
TK-000709,Solicitudes rutinarias,Solicitudes rutinarias
TK-000710,Solicitudes rutinarias,Solicitudes rutinarias
TK-000711,Fallas de hardware,Fallas de hardware
TK-000712,Solicitudes rutinarias,Solicitudes rutinarias
TK-000713,Solicitudes rutinarias,Solicitudes rutinarias
TK-000714,Fallas de hardware,Fallas de hardware
TK-000715,Casos crónicos,Casos crónicos
TK-000716,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000717,Fallas de hardware,Fallas de hardware
TK-000718,Solicitudes rutinarias,Solicitudes rutinarias
TK-000719,Incidentes críticos de red,Incidentes críticos de red
TK-000720,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000721,Solicitudes rutinarias,Solicitudes rutinarias
TK-000722,Incidentes de seguridad,Incidentes de seguridad
TK-000723,Solicitudes rutinarias,Solicitudes rutinarias
TK-000724,Incidentes críticos de red,Incidentes críticos de red
TK-000725,Solicitudes rutinarias,Solicitudes rutinarias
TK-000726,Solicitudes rutinarias,Solicitudes rutinarias
TK-000727,Solicitudes rutinarias,Solicitudes rutinarias
TK-000728,Incidentes de seguridad,Incidentes críticos de red
TK-000729,Solicitudes rutinarias,Solicitudes rutinarias
TK-000730,Fallas de hardware,Fallas de hardware
TK-000731,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-000732,Solicitudes rutinarias,Solicitudes rutinarias
TK-000733,Solicitudes rutinarias,Solicitudes rutinarias
TK-000734,Solicitudes rutinarias,Solicitudes rutinarias
TK-000735,Solicitudes rutinarias,Solicitudes rutinarias
TK-000736,Solicitudes rutinarias,Solicitudes rutinarias
TK-000737,Solicitudes rutinarias,Solicitudes rutinarias
TK-000738,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-000739,Casos crónicos,Errores recurrentes de software/ERP
TK-000740,Solicitudes rutinarias,Solicitudes rutinarias
TK-000741,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-000742,Solicitudes rutinarias,Solicitudes rutinarias
TK-000743,Solicitudes rutinarias,Solicitudes rutinarias
TK-000744,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000745,Solicitudes rutinarias,Solicitudes rutinarias
TK-000746,Incidentes críticos de red,Incidentes críticos de red
TK-000747,Solicitudes rutinarias,Solicitudes rutinarias
TK-000748,Solicitudes rutinarias,Solicitudes rutinarias
TK-000749,Fallas de hardware,Fallas de hardware
TK-000750,Incidentes de seguridad,Incidentes de seguridad
TK-000751,Solicitudes rutinarias,Solicitudes rutinarias
TK-000752,Fallas de hardware,Fallas de hardware
TK-000753,Fallas de hardware,Fallas de hardware
TK-000754,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-000755,Solicitudes rutinarias,Solicitudes rutinarias
TK-000756,Solicitudes rutinarias,Solicitudes rutinarias
